TransactionID,Time,Amount,CardholderName,MerchantName,MCC,Location,Device,IPAddress,TransactionSpeed,Fraud
9070,2024-11-06 01:50:08,321.67,Christopher Fischer,"Tucker, Maldonado and Castaneda",5261,Gregoryfurt,POS,9.242.218.110,0.24,0
9071,2024-08-17 08:52:20,92.04,Diane Pena,"Shea, Raymond and Morrison",5261,Lake Shannonshire,Android,165.10.229.96,48.64,0
9072,2024-07-13 14:51:04,874.22,Sandra Sanchez,Turner PLC,5968,Lake Anthony,Web,184.198.154.235,15.93,0
9073,2024-05-01 19:40:14,418.05,Rachel Greene,Taylor Ltd,5261,Port Sergio,Android,141.25.105.131,3.07,0
9074,2024-12-03 15:48:35,594.44,Elizabeth Potts,Hill-Smith,5261,Jessebury,iOS,71.160.66.177,26.79,0
9075,2024-09-14 11:48:08,12.25,Brian Yu,"Douglas, Welch and Randall",5812,Holtport,Web,82.140.158.168,5.6,0
9076,2025-04-13 08:00:09,784.35,Lisa Moore,Craig-Alexander,5411,Davidland,iOS,162.135.157.86,37.26,0
9077,2024-07-29 08:15:42,174.8,Virginia Young,"Lewis, Roberts and Stevenson",5942,East John,Android,109.204.193.168,0.22,0
9078,2024-09-15 00:09:56,87.18,Steven Sparks,"Hernandez, Gonzalez and Hines",7299,South Dawnmouth,Web,144.20.241.76,11.92,0
9079,2024-09-30 12:44:13,999.15,Melissa Brady,Clark PLC,5261,Port Jeanette,Web,111.122.99.63,6.76,0
9080,2025-03-16 08:44:44,274.43,Erica Baker,"Stewart, Berg and Taylor",5968,North Joannshire,iOS,190.234.154.254,9.42,0
9081,2024-05-05 07:40:22,942.49,Anne Bautista,Jones Group,5812,Gregoryhaven,Android,108.137.46.31,4.89,0
9082,2025-01-02 15:02:27,823.8,Toni Sullivan,"White, Martin and Wright",7299,Lake Yvonnestad,iOS,103.22.191.246,10.17,0
9083,2025-05-01 01:02:04,807.16,Tracy Nelson DDS,Park-Pacheco,5411,Lynnhaven,Web,197.19.75.51,13.56,0
9084,2024-11-09 15:22:43,78.83,Renee Kim,King Inc,5261,West Tinaborough,POS,29.116.110.108,16.15,0
9085,2024-11-29 14:00:04,174.96,Elizabeth Blair,"Franco, Wilson and Spencer",5942,South Jill,POS,169.22.176.25,12.36,0
9086,2024-10-28 06:00:05,489.63,Michelle Gonzales,Kelley and Sons,5411,Port Michael,Android,39.245.87.140,12.18,0
9087,2024-05-16 01:45:22,130.35,Robert Price,Flores-Long,5968,Nicholasland,Android,189.193.74.215,7.66,0
9088,2025-01-30 21:38:33,957.86,Angel Schmitt,Mendez Group,7299,North Davidmouth,Android,31.39.144.114,12.5,0
9089,2025-03-27 05:31:03,372.18,Kayla Knox,Mathews Group,5942,East Nancy,Web,207.64.222.193,23.73,0
9090,2025-03-24 04:19:07,505.37,Randall Scott,Goodwin-Webb,7299,New Jasmineborough,Android,202.55.222.237,17.56,0
9091,2024-10-20 01:34:30,367.59,Don Berg,Stone-Dudley,5968,East Tammymouth,iOS,192.11.223.240,35.54,0
9092,2024-08-09 05:20:11,367.94,Jordan Wood,Stewart Inc,5968,Roseborough,iOS,133.56.55.163,29.25,0
9093,2024-05-30 01:34:52,564.9,Nancy Cole,Jacobson-Patterson,5968,Bethfort,Web,64.83.43.23,16.34,0
9094,2025-03-04 10:06:30,944.43,Jon Diaz,"Webb, Small and Meadows",7299,Fishermouth,Web,49.4.185.11,59.89,0
9095,2024-12-15 19:43:06,14.89,Michael Ruiz,Gill PLC,5411,New Marilynburgh,POS,71.252.235.184,54.77,0
9096,2025-01-04 19:44:51,666.8,Jamie Hampton,Martin-Lawson,5968,East Sandra,Web,17.129.107.104,53.77,0
9097,2024-10-10 23:31:12,342.3,Ricardo Mendez,Fleming-Lee,5261,Lake Tammybury,Android,117.141.63.1,23.47,0
9098,2024-06-09 03:55:42,731.94,Robert Pierce,Mcdonald Inc,5942,New Marcusbury,iOS,150.67.194.115,33.52,0
9099,2025-04-15 09:33:40,524.57,Robert Dennis,"Walker, Rhodes and Mueller",5812,East Davidfort,Android,161.168.137.85,43.73,0
9100,2024-12-07 19:31:00,847.48,Kevin Mcfarland,Jones-Phillips,5411,Port Emily,POS,114.107.113.34,15.22,0
9101,2024-10-11 21:06:09,820.29,Jared Clayton,Brown-Bryan,5968,West Kristi,POS,82.191.247.156,9.73,0
9102,2024-09-19 07:29:59,287.13,James Scott,"Wiley, Reid and Rodriguez",7299,Millermouth,iOS,125.25.68.55,45.68,0
9103,2025-02-15 23:07:15,221.72,Sarah Rice,Hughes-Lee,5411,East Dorothy,iOS,52.230.130.158,14.46,0
9104,2025-03-13 23:06:40,329.92,Michael Stephens,Kelly-Jones,5968,Lake Paulport,Web,88.82.48.230,36.06,0
9105,2024-09-10 16:04:09,116.02,William Roberts,"Phillips, Perez and Lindsey",5812,Port Robyn,Android,58.219.134.11,34.66,0
9106,2025-04-27 00:18:35,581.74,Amy Myers,Carter-Collins,5261,Gabriellaborough,iOS,27.117.203.104,8.15,0
9107,2024-10-10 02:05:09,85.35,Michael Valentine,Fields PLC,5812,Wongmouth,POS,5.113.59.11,10.9,0
9108,2025-01-01 04:14:37,406.46,Tyler Smith,Boyer-Knapp,5968,Port Aliciaberg,Web,198.148.20.15,56.11,0
9109,2024-08-25 04:54:06,925.34,Joshua Collier,"Summers, Stewart and Ortega",5261,Josephtown,POS,201.186.38.53,5.55,0
9110,2024-12-18 16:56:58,536.42,Mason Brown,Osborne LLC,7299,Lake Nataliefort,Android,56.11.36.162,15.06,0
9111,2025-02-04 02:07:43,703.07,Harold Briggs,"Hart, Clark and Levine",5968,Wilsonmouth,Web,174.188.204.139,52.02,0
9112,2024-11-04 17:44:20,890.86,Russell Velasquez,"Jones, Bowman and Johnson",5968,Hannahhaven,POS,20.200.122.241,33.49,0
9113,2025-03-15 01:12:39,463.51,Tony Williams,"Walker, Joyce and Conway",7299,Port Parker,Web,156.110.205.51,10.49,0
9114,2024-10-20 16:08:04,247.36,Leslie Campbell,Heath-Martin,5942,Christophermouth,Web,202.70.209.7,28.89,0
9115,2024-12-16 23:21:55,824.92,Mark Moore,Powell Ltd,7299,Weststad,Web,170.12.175.152,24.92,0
9116,2024-11-10 10:38:56,829.85,Monica Gould,"Armstrong, Webb and Wilson",5812,East Brian,Web,148.145.187.13,56.77,0
9117,2024-12-17 18:26:47,127.9,Andrea Arias,Martin-Taylor,5261,West Diana,iOS,203.65.162.32,25.81,0
9118,2024-12-28 11:11:55,980.72,Roger Torres,Brown Ltd,7299,South Sandrastad,Android,166.144.89.13,38.23,0
9119,2025-04-19 12:01:10,711.82,Rebecca Perez,Hunter LLC,5411,Cherylburgh,POS,215.79.55.219,21.3,0
9120,2025-01-12 14:33:51,937.92,Deborah Little,King and Sons,5261,Port Kristinmouth,Android,115.183.112.102,57.88,0
9121,2025-01-03 16:13:22,884.36,Christine Young,Riley Inc,5411,Ravenborough,iOS,181.106.152.55,28.92,0
9122,2024-10-11 22:51:35,726.24,Jose Morgan,Hall Ltd,7299,Woodardmouth,Android,118.240.131.203,29.8,0
9123,2024-09-18 23:11:04,431.68,Joel Padilla V,"Johnson, Fitzgerald and Brady",5812,New Tara,iOS,65.56.51.200,35.92,0
9124,2024-10-28 11:26:08,436.22,Margaret Morgan,Henderson Ltd,5942,Port Bonniefurt,POS,57.119.125.78,24.71,0
9125,2024-06-07 13:25:40,908.7,Robert Ashley,Boyd-Meza,7299,Lake Sallyshire,POS,72.216.88.148,42.54,0
9126,2024-12-13 20:49:53,233.3,Eric Foster,Schultz Ltd,5812,Matthewschester,Android,159.36.70.199,0.98,0
9127,2025-02-18 18:37:30,600.33,Lori Spencer,"Brown, Gilbert and Lambert",5968,Suarezbury,Android,81.169.109.164,29.07,0
9128,2024-12-08 10:18:46,723.77,Taylor Villanueva,"Cruz, Hanna and Hayes",5411,South Loganberg,POS,85.37.169.208,5.14,0
9129,2024-11-19 14:10:05,709.9,Jason Montgomery III,"Banks, Bennett and Rasmussen",5411,Martinborough,Web,48.168.110.56,4.13,0
9130,2024-12-21 06:39:41,952.48,Reginald Adams,White-Long,5942,Johnsonview,Web,119.24.79.249,23.81,0
9131,2025-04-18 01:53:55,113.36,Wayne Barber,"Vaughan, Hogan and Pittman",5968,East Brian,POS,96.209.253.2,43.61,0
9132,2024-11-29 16:29:38,513.4,Justin Wood,Banks-Pena,5812,North Danielleberg,POS,55.185.141.154,33.1,0
9133,2024-09-30 02:31:53,988.37,Lawrence Rich,Romero Group,5812,Stevenmouth,Web,188.183.153.10,16.03,0
9134,2024-11-04 00:11:00,645.01,Sherry Patel,"Fowler, Fisher and Terry",5812,Walterbury,Web,96.58.136.201,33.0,0
9135,2025-01-13 06:32:11,853.39,Danielle Smith,"Collins, Kemp and Clark",7299,Baldwinburgh,Web,43.51.14.146,8.0,0
9136,2024-11-18 23:39:46,784.81,Jeff Garcia,Mendoza-Riley,5812,New Lisa,Android,46.207.240.132,75.53,1
9137,2025-04-06 17:35:16,230.11,Eric Leblanc,Guzman-Tanner,5411,Danafurt,iOS,198.59.187.73,58.56,0
9138,2024-11-06 20:53:45,580.39,Cindy Cardenas,Maldonado Ltd,5942,Port Dustinside,iOS,105.201.85.138,52.77,0
9139,2024-08-30 13:17:57,198.69,Kelly Skinner,"Moore, Carter and Day",5812,Port John,POS,140.20.182.150,8.72,0
9140,2024-06-02 07:45:49,232.78,Jaclyn Lee,Haynes and Sons,7299,South Crystalstad,iOS,13.19.0.180,20.32,0
9141,2024-05-16 08:26:51,366.38,Antonio Graham,Molina-Mason,5968,West Lynn,Web,159.118.85.219,23.96,0
9142,2024-08-22 14:31:42,348.54,Timothy Nelson,Cline PLC,5968,Knoxbury,POS,43.121.60.8,44.87,0
9143,2024-06-21 01:14:02,306.41,Sara Sanchez,Brown-Martinez,5968,Navarromouth,Android,170.93.164.57,17.06,0
9144,2025-03-30 12:42:06,278.11,Robert Thomas,Estrada and Sons,5261,Murillofurt,POS,137.200.229.245,51.45,0
9145,2024-06-28 13:01:18,436.46,Felicia Kennedy,"Smith, Clark and Lopez",5968,Timothymouth,Web,178.62.1.63,15.53,0
9146,2024-12-12 00:49:22,971.44,Cheryl Haas,"Andersen, Edwards and Hernandez",5411,Lake Kimberlyside,POS,136.25.171.229,21.66,0
9147,2025-02-08 11:44:32,60.17,Tina Wells,Sweeney Inc,5812,Huberland,iOS,56.253.235.22,52.67,0
9148,2024-12-13 22:55:32,738.21,Sherry Smith,"Ellis, Chapman and Davis",5261,Port Cody,POS,113.216.133.40,6.02,0
9149,2024-06-28 13:18:21,664.89,Kathy Estrada,Chen-Jackson,5261,South Carolyn,POS,116.37.104.201,43.78,0
9150,2024-11-12 12:27:26,531.22,David Stone,Melendez Ltd,5411,East Whitney,POS,37.164.211.243,31.86,0
9151,2024-07-29 03:59:59,563.4,Jordan Martin,Klein and Sons,5411,New Matthewmouth,iOS,115.235.58.82,29.87,0
9152,2025-01-24 08:34:09,572.35,Robert Vazquez,Wood Inc,5812,Watkinston,Web,167.183.122.186,25.64,0
9153,2024-05-17 14:41:43,751.28,Jordan Johnson,Rogers-Villanueva,5968,East Ashleyshire,Web,37.56.93.92,7.1,0
9154,2024-07-21 17:40:46,598.75,Michelle Wade,Davis Group,5261,South Aaron,POS,207.210.18.172,6.16,0
9155,2024-12-15 18:16:15,923.58,Sandra Mayo,York Group,7299,North Alyssa,Android,43.216.188.30,42.07,0
9156,2025-04-16 18:00:50,893.16,Ashley Anderson,Simpson LLC,5942,Joannechester,iOS,101.31.230.234,26.9,0
9157,2024-05-15 23:40:19,19.82,Joseph Madden,Cohen Inc,7299,East Robinmouth,Android,81.27.135.167,30.72,0
9158,2024-11-06 07:25:48,861.76,Valerie Ryan,"Smith, Phillips and Buck",5942,Port Debbieside,POS,128.195.132.133,4.81,0
9159,2025-01-27 02:19:31,889.51,Robert Arnold,"Perez, Anderson and Gonzalez",5411,Matthewton,Web,98.124.202.33,8.08,0
9160,2024-08-15 13:12:22,684.14,Kathy Mcintosh,"Sanchez, Jones and Campbell",7299,Lake Scottmouth,Android,82.227.94.151,54.11,0
9161,2024-07-11 07:36:42,77.65,Brittany Williams,"Hunt, Strong and Carter",5261,Lake Jasontown,Web,2.134.235.108,13.25,0
9162,2024-11-01 12:39:27,417.57,David Castillo,Franklin-Joseph,5812,South Chelseaview,POS,159.106.130.95,28.33,0
9163,2024-05-07 13:22:27,688.05,Sue Cummings,Reyes-Bauer,5261,South Joeview,Android,38.253.93.177,25.64,0
9164,2024-07-17 11:58:28,178.81,Thomas Nelson,Ashley-Hall,7299,Nguyenside,iOS,40.58.64.67,58.0,0
9165,2024-10-21 08:06:46,334.59,Anthony Miller,Sanders Inc,5812,Waltonton,iOS,135.180.78.48,55.77,0
9166,2024-11-13 22:00:36,337.75,Thomas Evans,Mullins-Newman,5411,South Davidville,iOS,9.209.154.28,40.65,0
9167,2025-04-18 05:59:20,301.46,Emily Jones,Vasquez and Sons,5411,Matafort,POS,92.238.97.1,22.93,0
9168,2025-04-01 06:01:12,786.45,Whitney Stephens,Lozano PLC,7299,West Heatherfort,POS,105.142.255.84,49.42,0
9169,2025-02-05 01:02:21,662.4,Amanda Freeman,Eaton-May,5942,Mayberg,iOS,218.46.218.236,34.92,0
9170,2024-08-25 08:49:22,954.96,Dustin Fisher,"Hamilton, Torres and Mcintyre",7299,North Jeffrey,Web,158.22.172.49,23.02,0
9171,2024-07-06 11:39:41,231.85,Ryan Morrow,Hall-Wilson,5261,New Laura,POS,100.55.4.71,22.9,0
9172,2024-07-03 18:47:56,663.13,Jesse Rodriguez,Blackburn-Thompson,5942,South Adamshire,Android,125.13.213.80,24.18,0
9173,2024-08-13 18:00:18,959.43,Matthew Pena,Arnold Group,5411,Lake Leslie,Web,17.42.52.5,27.16,0
9174,2024-11-22 20:52:25,345.34,Kurt Beck,"Brown, Elliott and Anderson",7299,Christopherfurt,POS,116.209.213.223,12.69,0
9175,2025-03-15 18:46:44,237.03,Rita Little,Gross and Sons,5812,Petersonbury,Web,19.56.201.171,36.52,0
9176,2024-09-14 16:20:13,318.71,Donna Wallace,Stevenson-Erickson,5411,Larryport,Android,96.250.17.103,9.7,0
9177,2024-06-02 05:09:05,313.15,Michele Sheppard,Cooley LLC,5411,Cruzton,Web,185.191.51.71,32.07,0
9178,2024-07-31 05:06:38,314.66,Jennifer Smith,"Ryan, Gregory and Campbell",5942,Sawyermouth,POS,189.36.72.150,37.76,0
9179,2024-11-09 15:05:31,582.96,Nathan Butler,"Thompson, Pierce and Coleman",5968,West Catherine,Android,31.17.151.201,24.9,0
9180,2024-09-04 02:12:03,582.14,Daniel Chaney,Hansen-Pollard,5261,East Daniel,iOS,119.138.127.24,35.93,0
9181,2024-09-07 04:30:37,302.98,Donna Hudson,Reyes-Smith,7299,Perezstad,Android,125.171.61.45,3.24,0
9182,2024-11-18 05:05:29,573.39,Jeffery Nash,"Morgan, Ramos and Diaz",5968,North Jacobview,POS,35.139.241.126,12.98,0
9183,2025-03-30 10:45:27,14.28,Anna Little,"Ramirez, Turner and Williams",5411,Pamelastad,Web,53.160.127.124,10.69,0
9184,2025-03-05 01:40:12,171.48,James Leon,Sutton-Guerra,5812,Kellyfurt,Android,106.28.59.26,54.36,0
9185,2025-02-04 12:46:04,37.93,Angela Pena,Wilson-Smith,5942,South Michaelfurt,iOS,57.53.200.24,19.94,0
9186,2024-06-03 15:18:08,297.93,Kendra Jackson,Edwards-Schmitt,5411,Alexanderfurt,POS,44.228.169.53,23.67,0
9187,2024-05-08 18:46:15,874.9,Paul Clark,Mcclure Inc,5942,South Carol,Android,119.74.97.16,17.65,0
9188,2024-11-12 08:25:18,259.93,Donald Jackson,Harvey Ltd,5261,East Jessica,Android,147.242.144.178,2.7,0
9189,2025-04-15 19:23:42,635.1,Kenneth Cook,Hernandez PLC,5942,Stevensonmouth,iOS,199.208.187.82,2.28,0
9190,2024-10-28 23:55:16,465.89,Rebecca White,Rice Inc,5968,Hernandezborough,Android,135.133.20.20,41.31,0
9191,2024-07-06 20:06:47,608.97,Jonathan Bowen,Williams Ltd,7299,New Georgeland,POS,108.66.143.83,26.46,0
9192,2024-08-04 00:43:49,464.35,Judy Castillo,"Walls, Thompson and Davis",5812,East Jacob,iOS,88.65.14.97,48.21,0
9193,2024-10-29 15:51:21,286.19,Andrea Torres,Fletcher and Sons,5968,North Markbury,iOS,98.206.172.24,48.44,0
9194,2024-09-22 16:49:06,521.67,Kimberly Duncan,Evans LLC,5261,Brianborough,Web,209.172.178.160,39.52,0
9195,2025-01-31 15:26:26,634.38,Keith Schultz,"Shelton, Morales and White",5968,Clarkport,POS,1.94.81.23,8.63,0
9196,2025-03-18 22:50:23,868.43,John Patel,Foster-Hill,5411,West Carlos,POS,145.39.180.62,33.26,0
9197,2025-01-01 17:19:15,700.67,Brianna Scott,"Parks, Gordon and Green",7299,Elizabethmouth,POS,146.116.211.164,26.54,0
9198,2025-04-09 14:31:23,112.67,Juan Clements,Ray Group,7299,Edwardburgh,iOS,32.71.25.15,34.95,0
9199,2025-04-27 11:27:46,840.8,George Thompson,Miller LLC,5968,New Shelly,iOS,186.173.149.244,43.7,0
9200,2024-06-09 04:39:13,140.28,Scott Clark,"Green, Weaver and Palmer",5812,South Jenniferfurt,Web,91.237.231.104,34.09,0
9201,2025-02-07 14:35:03,643.33,David Reed,Wilson PLC,5261,South Shelby,Web,182.242.159.98,28.01,0
9202,2024-09-13 17:45:47,640.75,Paige Fisher,"Vazquez, Robertson and Wilson",7299,South Kyle,POS,129.100.204.152,10.54,0
9203,2024-10-31 20:06:04,326.64,Micheal Guerra,"Garcia, Mathews and Nichols",5968,North Patrickburgh,iOS,167.200.129.146,36.7,0
9204,2024-09-09 15:21:15,907.96,Scott Bentley,"Skinner, Price and Mcdonald",5942,Moraleschester,POS,51.25.39.237,58.83,0
9205,2024-05-24 14:29:53,497.52,Kelly Jones,Taylor PLC,5942,Eatonmouth,POS,215.192.167.168,0.34,0
9206,2024-07-09 15:13:00,971.15,Kevin Lee,Wallace Group,5968,West Austin,Web,95.169.113.22,29.05,0
9207,2024-07-18 16:49:20,389.7,Jeffrey Lutz,Perez-Mcmahon,5812,Marksberg,Android,92.187.193.158,31.38,0
9208,2024-10-10 15:57:32,750.49,Jeffrey Foster,Lee-Gomez,5261,North Robertside,POS,73.170.250.135,32.09,0
9209,2024-08-15 10:14:27,497.2,Tyler Smith,Willis-Gonzalez,7299,South Pamela,POS,161.186.79.97,58.35,0
9210,2024-07-22 23:08:24,697.38,Emily Ruiz,"Poole, Wilson and Reed",5261,South Kayla,iOS,193.213.206.208,38.69,0
9211,2024-11-14 10:12:55,284.85,Michael Booker,"Lynn, Hudson and Day",5261,South Amandamouth,Android,10.170.109.118,29.15,0
9212,2025-04-23 11:34:48,708.54,Robert Ramos,"Barnes, Davis and Martinez",5812,West Joshua,iOS,39.7.74.173,52.97,0
9213,2025-03-17 19:05:24,2022.45,Debra Sanders,Turner-Smith,5411,Nortonburgh,POS,93.113.208.194,111.03,1
9214,2024-05-12 04:26:26,42.53,Kelly Fowler,"Morales, Payne and Coleman",5968,Allenmouth,POS,195.126.176.42,6.93,0
9215,2024-11-22 10:17:02,687.9,Christian Herrera,Lopez Inc,7299,Hardyborough,Web,118.153.13.37,42.38,0
9216,2024-06-16 12:20:52,71.97,Antonio Lopez,"Schmitt, Hopkins and Jones",5261,South Valeriemouth,iOS,220.103.66.204,53.54,0
9217,2025-03-07 11:49:01,553.91,Christopher Mitchell,Thompson Group,5968,Christineberg,Android,146.69.72.58,6.34,0
9218,2024-07-08 17:25:21,154.76,Bobby Ramirez,Payne-Thompson,5812,Erikaville,Android,81.186.204.166,21.21,0
9219,2024-12-27 23:27:58,766.61,Mary Sanders,Rice-Moore,7299,Murphystad,Android,215.199.171.99,41.5,0
9220,2024-11-27 07:06:43,484.23,Meghan Smith,Robinson-Simpson,5261,West Nicoleberg,POS,178.5.20.3,31.59,0
9221,2025-04-17 20:22:03,852.56,Timothy Marshall,Smith-Stewart,5261,Andrewbury,POS,220.41.197.150,59.55,0
9222,2025-02-06 20:25:35,544.06,Ray Buchanan,"Davidson, Hunter and Brooks",5942,West Austin,iOS,54.218.50.212,20.18,0
9223,2024-08-01 16:40:25,266.6,Jesse Powell,"Burgess, Chapman and Smith",5942,South Danielle,Web,152.115.78.14,26.81,0
9224,2024-09-14 17:18:01,225.08,Levi Tran,Fernandez-Daniels,5812,North Kevinchester,iOS,13.96.174.206,3.88,0
9225,2024-12-05 08:55:27,334.78,Anthony Joseph,"Cohen, Hooper and Martinez",5411,New Clayton,Web,199.237.5.150,37.76,0
9226,2024-10-11 13:47:02,182.38,Timothy Reyes,"White, Johnson and Hale",7299,North Annette,POS,183.180.237.28,52.07,0
9227,2024-08-07 13:02:13,941.07,Stacy Frazier,Moore Ltd,5812,West Andrea,Web,72.105.227.166,58.46,0
9228,2024-05-24 20:24:52,361.34,Nicholas Adams,Bell-Colon,5261,Port Josephstad,POS,159.75.55.226,8.41,0
9229,2024-12-27 18:44:17,721.03,Mrs. Michele George DVM,Taylor-Wright,7299,Sanchezview,Android,70.167.187.122,11.04,0
9230,2024-07-09 22:52:38,130.86,Nathan Phelps,Nguyen Ltd,5968,Timothyshire,Android,104.42.151.235,13.12,0
9231,2025-02-09 22:16:04,510.11,Hector Wagner,Ball-Pierce,5812,Port Deborahmouth,POS,42.87.158.125,33.19,0
9232,2025-02-13 09:15:10,578.26,Justin Eaton,Jordan Ltd,7299,Dixonton,POS,146.140.120.188,38.95,0
9233,2025-04-08 02:44:36,177.94,Robin Cortez,"Webster, Russell and Bauer",5812,Mariotown,iOS,44.19.220.230,49.14,0
9234,2024-11-15 05:01:29,712.24,Derek Juarez,Joseph-Beasley,5812,North John,Web,83.212.148.65,53.79,0
9235,2024-12-22 05:57:38,925.9,Paige Kline,Ortega-Williams,5968,Jenniferview,iOS,219.42.90.29,24.91,0
9236,2025-02-16 04:07:00,120.69,John Randall,Dudley LLC,5812,South Shannonview,iOS,44.210.193.33,52.62,0
9237,2024-12-03 15:38:31,798.96,Brooke Brown,"Jones, Hamilton and Alvarado",5968,Lake Deborahberg,Web,157.238.0.144,29.46,0
9238,2024-09-02 20:08:20,371.76,Susan Cook,Perkins PLC,5411,Amybury,iOS,118.223.162.206,6.79,0
9239,2025-01-10 01:06:40,657.92,Lori Holmes,"Brown, Padilla and Long",5261,New Jefferyview,Android,87.167.20.8,41.06,0
9240,2025-02-26 12:05:25,546.6,Rachel Beck,"Lee, Powell and Davis",5411,Kathleenfurt,Web,153.242.101.20,22.73,0
9241,2025-04-27 23:24:56,334.49,Ashley Lester,Wright-Fletcher,7299,North Wendy,Web,54.76.120.233,23.16,0
9242,2025-04-02 11:03:11,51.69,Zachary Cardenas,Johnston-Meadows,5942,New Jeffreyfurt,POS,25.245.189.146,1.31,0
9243,2025-03-14 10:34:56,662.85,Kelly Cobb,West Group,5812,New James,iOS,13.199.191.188,24.34,0
9244,2024-10-06 07:41:56,559.77,Rebecca Bradley,Duncan-Wilson,5968,Hudsonport,POS,116.115.83.9,4.03,0
9245,2025-03-29 05:39:12,629.62,Robert Maxwell,Ruiz and Sons,5411,Smithfurt,Android,18.85.9.223,44.72,0
9246,2025-02-26 11:47:44,94.82,Michele Vang,"Stone, Gomez and Haynes",7299,New Patriciafurt,Android,92.18.40.241,47.55,0
9247,2024-05-21 07:06:03,288.14,Kevin Bailey,Henderson PLC,5411,Ronaldtown,Web,63.81.241.5,58.22,0
9248,2024-09-06 19:12:02,338.48,Nicole Brown,Monroe Group,5411,Torresburgh,Android,126.146.162.177,37.57,0
9249,2024-10-17 05:23:25,143.55,Mrs. Sharon Gonzales,Howard-Brown,7299,Bradfordborough,Android,54.224.241.13,57.28,0
9250,2024-09-28 04:07:15,15.62,Darren Davis,Wright Ltd,5942,North Davidshire,Web,38.77.74.13,32.04,0
9251,2024-05-09 09:12:24,74.22,Kathleen Mathews,Manning-French,5968,East Stevenstad,iOS,196.0.86.165,18.06,0
9252,2024-07-15 22:32:38,346.12,Cheryl Ramsey,Rodriguez-Lamb,7299,New Steven,POS,91.148.229.154,2.23,0
9253,2024-12-28 16:52:03,368.78,Shannon Hebert,Miller Group,7299,Charlesberg,POS,128.94.119.169,59.43,0
9254,2024-08-26 12:56:22,47.1,Brandon Ward,Walker PLC,7299,Joeburgh,iOS,55.151.34.162,47.96,0
9255,2024-07-25 08:04:05,679.77,Renee Keller,Trevino Group,5968,Curtisfort,POS,206.245.77.70,33.29,0
9256,2024-10-15 21:09:17,557.11,Kimberly Kelly,Obrien PLC,7299,New John,POS,174.19.237.159,22.68,0
9257,2024-07-03 11:24:32,1928.07,Kari Blair,"Austin, Smith and Davis",7299,West Caseyborough,iOS,220.244.6.82,68.6,1
9258,2024-12-17 03:03:09,683.92,Andrew Daniels,Mccarty-Johnson,5942,West Keith,POS,129.185.159.205,29.45,0
9259,2024-07-01 04:28:47,638.9,Lisa Gutierrez,"Thomas, Brown and Brennan",5942,Robertmouth,POS,12.74.183.187,34.89,0
9260,2024-11-05 14:55:45,579.0,Emily Guerrero,Mejia-Chase,7299,Kennethchester,POS,150.254.219.168,41.53,0
9261,2025-04-21 08:19:34,974.83,David Miller,Daniel Group,5942,Cameronmouth,POS,72.174.189.32,19.84,0
9262,2024-08-23 14:12:29,75.92,Rachel Anderson,Lang and Sons,5942,Gilbertview,POS,190.57.229.203,43.56,0
9263,2024-08-14 09:07:51,746.22,Catherine Williams,Robinson-Ellis,5942,West Kevin,POS,121.235.133.105,22.05,0
9264,2024-08-19 13:15:23,13.23,Raymond Davis,Shaw LLC,7299,Jessicaport,Android,3.110.207.131,24.3,0
9265,2024-09-25 23:01:49,343.27,Ryan Shelton,"Rice, Sullivan and Bailey",5411,Ryanfort,POS,166.231.165.152,55.39,0
9266,2024-06-11 05:40:16,117.08,Robert Whitehead,Logan LLC,5411,Clarkstad,Web,57.67.244.175,38.52,0
9267,2025-04-16 06:01:09,888.84,Paul Villanueva,Alvarez-Johnson,5261,Port Margaret,Android,176.226.213.177,48.59,0
9268,2024-07-20 19:57:00,849.91,Robert Copeland,"Graham, Booth and Campbell",5411,New Annette,Web,123.111.58.105,47.53,0
9269,2024-07-31 13:56:15,493.91,Crystal Bush,Larson Inc,5812,Scottmouth,Web,183.185.134.135,25.07,0
9270,2025-03-15 18:42:44,488.07,Robert Johnston,Vasquez-Peters,5812,Dannyburgh,POS,76.171.221.53,11.17,0
9271,2025-01-18 08:07:09,602.75,Grace Mcdonald,Dawson LLC,5411,Sotoview,Android,18.243.132.50,29.05,0
9272,2025-03-28 21:05:07,150.4,Caleb Taylor,Jackson-Wells,5411,East Robert,Web,112.92.25.233,21.16,0
9273,2024-12-20 22:57:53,381.49,Henry Wiggins,Castro-Mcdaniel,5942,North Aaron,POS,70.186.155.100,28.17,0
9274,2025-04-15 03:08:08,109.14,Tyler Webster,"Willis, Krause and Perez",5968,North Kimberlybury,iOS,78.3.242.44,4.33,0
9275,2025-01-20 13:26:03,277.61,Jennifer Browning,"Brown, Mcdaniel and Lopez",7299,Stephenton,Web,160.192.69.36,44.15,0
9276,2024-11-13 04:11:13,663.21,Michelle Bishop,Walker PLC,5411,Blackport,POS,180.173.220.153,15.07,0
9277,2024-11-18 18:08:20,997.34,Joseph Lester,"Butler, Jones and Wade",5968,Mcknighthaven,iOS,31.127.4.234,59.13,0
9278,2025-03-14 21:49:55,671.18,Zachary Phillips,Lindsey-Stone,5812,North Kevinstad,POS,27.213.131.224,25.48,0
9279,2025-04-26 10:34:02,729.96,Michelle Turner,Obrien Group,5812,Sarahport,iOS,178.203.124.141,14.6,0
